omy01 44010 44067 11
omy01 44081 44598 15.0357
omy01 149487 149574 12.2759
omy01 149587 149631 14
omy01 149632 149763 16.0976
omy01 149795 149809 10.8571
omy01 149810 149826 10.9375
omy01 296082 296091 10
omy01 296092 296096 10
omy01 339822 339827 10.4
omy01 339829 339831 10
omy01 339832 339842 10
omy01 339843 339845 10
omy01 339846 339854 10
omy01 339855 339857 10
omy01 339858 339860 10
omy01 339861 339863 10
omy01 339864 339868 10
omy01 339869 339870 10
omy01 339871 339879 10
omy01 339880 339883 10
omy01 339884 339885 10
omy01 339886 339893 10
omy01 339895 339919 10
omy01 339920 339922 10
omy01 339923 339958 10
omy01 339959 339964 10
omy01 339965 339981 10
omy01 339982 339987 10
omy01 339988 339994 10
omy01 339995 339998 11
omy01 587687 587689 10
omy01 587690 587695 10
omy01 587696 587704 10
omy01 587706 587709 10
omy01 587710 587715 10
omy01 587716 587723 10
omy01 587724 587725 10
omy01 587726 587728 10
omy01 587729 587731 10
omy01 587732 587733 10
omy01 587734 587736 10
omy01 587737 587744 10
omy01 587745 587750 10
omy01 587751 587753 10
omy01 587755 587765 10
omy01 587766 587769 10
omy01 587770 587863 12.0471
omy01 587915 587918 10
omy01 749080 749106 12.1923
omy01 749121 749172 11.9767
omy01 838369 838376 10
omy01 838442 838534 10.9524
omy01 901695 901708 10
omy01 901738 901799 10.4098
omy01 901800 901802 10
omy01 901803 901817 10
omy01 901818 901830 10
omy01 980297 980386 13.8214
omy01 980437 980499 12.1452
omy01 1104017 1104101 11.1667
omy01 1330133 1330158 10
omy01 1330214 1330306 11.6786
omy01 1447687 1447875 19.0638
omy01 1720046 1720130 12.9881
omy01 1859046 1859138 10
omy01 2005536 2005561 12.8
omy01 2005636 2005722 15.9524
omy01 2005728 2005811 10
omy01 2052020 2052023 10
omy01 2052024 2052028 12
omy01 2436259 2436343 18.119
omy01 2436402 2436502 12.5
omy01 2536893 2536895 10
omy01 2638021 2638049 10.7143
omy01 2638057 2638087 12.7727
omy01 2705518 2705851 39.994
omy01 2705880 2705963 15.241
omy01 3196164 3196184 10.9
omy01 3196192 3196284 13.25
omy01 3196367 3196368 10
omy01 3236892 3236902 12
omy01 3236961 3237137 14
omy01 3237173 3237205 11.1875
omy01 3543408 3543413 10
omy01 3818993 3818994 10
omy01 3852329 3852413 11.9762
omy01 3852501 3852502 10
omy01 3852504 3852509 10
omy01 3852522 3852523 10
omy01 3852525 3852536 10
omy01 3852537 3852562 10
omy01 4344874 4344936 14.6129
omy01 4344939 4344951 14.4167
omy01 4344979 4344981 10.5
omy01 4344982 4344989 10
omy01 4345002 4345009 10.7143
omy01 4345010 4345064 11.6852
omy01 4345065 4345068 10
omy01 4345069 4345071 10
omy01 4345072 4345073 10
omy01 4360614 4360647 10.5758
omy01 4360648 4360655 11
omy01 4360713 4360805 13.0833
omy01 4451685 4451777 11
omy01 4748216 4748219 12
omy01 4921234 4921277 10
omy01 4921278 4921303 10
omy01 4921304 4921318 10
omy01 4930861 4930920 11.9322
omy01 4930923 4930933 10
omy01 4930977 4931153 15.8155
omy01 4931205 4931208 10
omy01 4931209 4931210 10
omy01 4931211 4931213 10
omy01 4931214 4931223 10
omy01 4931224 4931242 10.1667
omy01 4931243 4931253 10
omy01 4931277 4931295 11.1111
omy01 4940716 4940771 10
omy01 4940772 4940785 10
omy01 4940786 4940800 13.1429
omy01 4940865 4940866 10
omy01 4940868 4940872 10
omy01 4940874 4940889 10
omy01 4980318 4980385 12.2985
omy01 4980392 4980414 10
omy01 4980435 4980527 15.9048
omy01 5169430 5169434 10
omy01 5169435 5169436 10
omy01 5169522 5169606 16.2976
omy01 5169639 5169674 11.7143
omy01 5169675 5169676 10
omy01 5169677 5169679 10
omy01 5434376 5434397 10
omy01 5434398 5434415 10
omy01 5434416 5434421 10
omy01 5434422 5434442 10
omy01 5434443 5434459 10
omy01 5604508 5604520 10
omy01 5769713 5769732 12
omy01 5924853 5924937 11
omy01 6081135 6081231 12.0595
omy01 6198497 6198503 10
omy01 6198504 6198507 10
omy01 6198508 6198509 10
omy01 6198511 6198520 10.7778
omy01 6198530 6198533 10
omy01 6198534 6198540 10
omy01 6198541 6198545 10
omy01 6198561 6247919 12.4405
omy01 6373601 6373685 12.0476
omy01 6380401 6380480 10
omy01 6380481 6380483 10
omy01 6625635 6625689 10
omy01 6625690 6625719 10
omy01 6639019 6639103 13.5119
omy01 6732382 6732466 12.0595
omy01 6737939 6738026 12
omy01 6738106 6738112 10
omy01 6738116 6738126 11
omy01 7184430 7184441 10.9091
omy01 7720635 7720719 11.8452
omy01 7720733 7720763 10
omy01 8014403 8014411 10
omy01 8406961 8406962 10
omy01 8406963 8406969 10
omy01 8406971 8406972 10
omy01 8406973 8406977 10
omy01 8406978 8406995 10
omy01 8406996 8406997 10
omy01 8406998 8407009 10
omy01 8407011 8407039 10
omy01 8407040 8407053 10
omy01 8412133 8412225 11.8452
omy01 8412274 8412281 10
omy01 8412282 8412325 11.5349
omy01 8428717 8428801 14.5952
omy01 8428833 8428915 11.6341
omy01 8646144 8646228 10.8452
omy01 8646287 8646308 10
omy01 8653482 8653498 11
omy01 8768365 8768389 10
omy01 8768390 8768392 10
omy01 8768445 8768468 11.6957
