omy01 43981 44173 17.5761
omy01 46822 46907 13.5119
omy01 46999 47007 12.75
omy01 47009 47034 10
omy01 149622 149698 10.6324
omy01 149699 149702 10
omy01 149704 149717 10
omy01 149718 149723 10
omy01 149724 149731 10
omy01 149733 149745 10
omy01 149747 149748 10
omy01 149749 149757 10
omy01 149758 149763 10.4
omy01 280715 280768 10
omy01 280769 280778 10
omy01 280791 286379 12.2976
omy01 286607 286699 11.9881
omy01 290565 290587 10.8636
omy01 290627 290719 11.0119
omy01 339681 339763 12.061
omy01 339768 339771 11
omy01 339822 339914 15
omy01 406785 406834 12.4694
omy01 406835 406840 10
omy01 406857 406879 10.4545
omy01 406914 407006 17.8929
omy01 494593 494616 10
omy01 494617 494677 10
omy01 500551 500635 13.131
omy01 500654 500663 10
omy01 500664 500686 10
omy01 500687 500707 10
omy01 519723 519747 10
omy01 519748 519807 10.7119
omy01 587577 587579 10
omy01 587581 587583 10
omy01 587584 587615 11.4839
omy01 587621 587623 10
omy01 587624 587625 10
omy01 587626 587627 10
omy01 587629 587630 10
omy01 587687 587863 17.6905
omy01 587887 587952 11.2462
omy01 587954 587966 10.5833
omy01 749078 749079 10
omy01 749080 749256 14.3155
omy01 749345 749347 10
omy01 749348 749350 10
omy01 749351 749357 10
omy01 749358 749386 10.75
omy01 749388 749391 10
omy01 801091 801183 11.9405
omy01 823590 823600 10
omy01 823693 823785 10.9405
omy01 838442 838526 10
omy01 885510 885522 10.8333
omy01 885602 885649 10.9574
omy01 885656 885686 11.5333
omy01 885758 885764 10
omy01 885765 885767 10
omy01 901830 901837 17.2857
omy01 901844 902003 16.0692
omy01 902004 902014 10
omy01 968125 969128 10
omy01 980108 980120 10
omy01 980121 980123 10
omy01 980124 980128 10
omy01 980137 980150 10
omy01 980152 980158 10
omy01 980159 980162 10
omy01 980163 980168 10
omy01 980170 980171 10
omy01 980172 980181 10.7778
omy01 980182 980200 10.6667
omy01 980201 980250 10.7347
omy01 1103787 1103914 17.7244
omy01 1103925 1104055 23.0574
omy01 1104056 1104093 10
omy01 1104094 1104101 10
omy01 1201386 1201393 11
omy01 1201404 1201430 10
omy01 1201431 1201481 12.9
omy01 1201534 1201626 17.5833
omy01 1447595 1447610 11.6
omy01 1447611 1447771 11.4671
omy01 1447835 1447851 10
omy01 1447859 1447865 10
omy01 1447866 1447868 10
omy01 1719888 1720046 15.0533
omy01 1859138 1859222 10
omy01 2005554 2005585 11.0323
omy01 2005636 2005725 15.3333
omy01 2005728 2005812 14.9762
omy01 2005832 2022630 11.8947
omy01 2051854 2051946 12.631
omy01 2260964 2343195 14
omy01 2436054 2436055 10
omy01 2436167 2436343 13.2321
omy01 2436359 2436370 10
omy01 2436422 2436441 10
omy01 2536811 2536824 10
omy01 2536825 2536862 10
omy01 2536863 2536895 10
omy01 2705322 2705371 10.5918
omy01 2705428 2705512 13.7619
omy01 2705518 2705637 34.8824
omy01 2705757 2705829 15.3194
omy01 3014664 3014840 12.131
omy01 3090641 3090644 10
omy01 3090687 3090689 10
omy01 3090756 3090848 13.1548
omy01 3222866 3222950 14.8929
omy01 3236961 3236965 10
omy01 3531256 3531331 11.3151
omy01 3531414 3531420 10.8333
omy01 3818933 3819025 12.7738
omy01 3852329 3852404 10
omy01 3852405 3852407 10
omy01 3852408 3852413 10.4
omy01 3915658 3915710 10.75
omy01 3915711 3915712 10
omy01 3915755 3915847 12.0714
omy01 3915918 3915931 10.6154
omy01 4056552 4056636 14.1071
omy01 4344874 4344899 10
omy01 4344900 4344936 10
omy01 4344939 4344951 12.0833
omy01 4614890 4614974 12.9524
omy01 4614998 4615019 10
omy01 4930977 4930980 10
omy01 4930981 4930982 10
omy01 4931069 4931115 10
omy01 4931116 4931153 10.1622
omy01 4940482 4940598 12.4224
omy01 4940624 4940800 19.5774
omy01 4940804 4940901 13.6186
omy01 4980298 4980429 17.0229
omy01 4980435 4980527 30.9643
omy01 5113378 5113397 10
omy01 5113503 5113513 10
omy01 5113514 5113521 10.5714
omy01 5113522 5113595 10.8615
omy01 5116818 5116853 10.6857
omy01 5116970 5117035 10.8308
omy01 5117036 5117146 12.3529
omy01 5117230 5117240 10.8
omy01 5117242 5117243 10
omy01 5117244 5117247 10
omy01 5117248 5117249 10
omy01 5117250 5117253 10
omy01 5117257 5117258 10
omy01 5117259 5117266 10
omy01 5117268 5117269 10
omy01 5117270 5117273 10
omy01 5251718 5251802 10.131
omy01 5434236 5434240 10
omy01 5434284 5434376 10.8929
omy01 5604600 5604684 11.1548
omy01 5604727 5604731 10
omy01 5604732 5604734 10
omy01 5604735 5604736 10
omy01 5604737 5604741 10
omy01 5604747 5604750 10
omy01 5769713 5820409 17
omy01 5820434 5820435 10
omy01 5820436 5820444 10
omy01 5820445 5820449 10
omy01 5820450 5820451 10
omy01 5820453 5820516 11.6825
omy01 5820592 5820680 12
omy01 5820752 5820759 10
omy01 5820762 5820763 10
omy01 5924853 5924937 15.8452
omy01 5924991 5925087 12.5208
omy01 5925088 5925091 10.3333
omy01 6081304 6081311 10
omy01 6087689 6087773 11.7619
omy01 6198478 6198547 13.2754
omy01 6198561 6198653 18.0238
omy01 6373387 6373399 11
omy01 6373435 6373487 11.6731
omy01 6373509 6373601 19.0476
omy01 6564936 6565107 11.5706
omy01 6565124 6565182 11.0517
omy01 6565183 6565195 10
omy01 6625714 6625719 13
omy01 6638927 6639019 12.0714
omy01 6951260 6951344 16.1548
omy01 6951372 6951439 12.3731
omy01 6951449 6951456 10.7143
omy01 6951457 6951463 10.8333
omy01 6951464 6951472 10.75
omy01 7000162 7000163 10
omy01 7034692 7034718 11.7692
omy01 7034719 7034784 10
omy01 7119588 7119605 10
omy01 7119639 7119815 12.0476
omy01 7184210 7184220 10
omy01 7184264 7184325 13.1148
omy01 7184332 7184357 13
omy01 7184436 7184441 10
omy01 7366671 7366755 18.1667
omy01 7366784 7366871 12.6437
omy01 7404748 7404841 10.8941
omy01 7404842 7404864 10
omy01 7404865 7404866 10
omy01 7404867 7404876 10
omy01 7404877 7404898 10
omy01 7404899 7404915 10
omy01 7404917 7404919 10
omy01 7404920 7404921 10
omy01 7404922 7404924 10
omy01 7439607 7439691 17.5119
omy01 7439754 7439777 11.1304
omy01 7778444 7778460 11.875
omy01 8050341 8050508 17.8802
omy01 8385758 8385850 10
omy01 8407053 8407137 12.5595
omy01 8412133 8412217 15.9048
omy01 8412257 8412262 10
omy01 8412272 8412335 11.6349
omy01 8428625 8428709 12.4762
omy01 8472649 8472825 12.9881
omy01 8472881 8472887 10
omy01 8472888 8472947 10.4576
omy01 8746728 8746805 13.0909
omy01 8855250 8855334 10.1429
omy01 8855342 8855379 10.7027
omy01 8855382 8855426 10.5
omy01 8963917 8964001 14.9048
omy01 8997642 8997726 12.2976
omy01 9041369 9041387 10.9444
omy01 9041388 9041453 10.9692
omy01 9041541 9041560 10
omy01 9041561 9041566 10
omy01 9044119 9044222 19.7379
omy01 9044223 9044224 10
omy01 9044241 9044469 83.9464
omy01 9044473 9044664 39.4136
omy01 9049733 9049738 10
omy01 9049739 9049748 10
omy01 9049758 9049763 10
omy01 9049764 9049765 10
omy01 9049771 9049803 10
omy01 9049804 9049812 10
omy01 9049814 9049815 10
omy01 9049852 9049944 12.0119
omy01 9242141 9242145 10
omy01 9242146 9242147 10
omy01 9242148 9242149 10
omy01 9242150 9242153 10
omy01 9242154 9242157 10
omy01 9242159 9242164 10
omy01 9242165 9242169 10
omy01 9242243 9242327 10.9048
omy01 9265210 9265213 10
omy01 9265214 9265216 10
omy01 9265217 9265226 10
omy01 9265227 9265229 10
omy01 9265230 9265239 10
omy01 9265240 9265254 10
omy01 9265255 9265302 10
omy01 9378024 9378116 11.7619
omy01 9381106 9381114 10
omy01 9381197 9381281 15.631
omy01 9396375 9396459 19.0833
omy01 9396486 9396489 10
omy01 9396490 9396587 16.0619
omy01 9396588 9396590 10
omy01 9433303 9433310 10
omy01 9433323 9433324 10
omy01 9433325 9433327 10
omy01 9433329 9433346 10.5882
omy01 9433384 9433476 11.9643
omy01 9545323 9545339 11.9375
omy01 9582010 9582102 10.2619
omy01 9634555 9634572 10
omy01 9634573 9634582 10
omy01 9634583 9634590 10
omy01 9634592 9634593 10
omy01 9634594 9634601 10
omy01 9634602 9634605 10
omy01 9634640 9634673 11.3636
omy01 9634674 9634732 10.92
omy01 9656838 9656922 17.5238
omy01 9656955 9656959 10
omy01 9656961 9656998 11.7838
omy01 9657003 9657050 11.2128
omy01 9698211 9698215 10
omy01 9709714 9709722 10
omy01 9709723 9709746 10.4783
omy01 9709842 9710018 13.2738
omy01 9747478 9747494 10
omy01 9843582 9843585 10
omy01 9843586 9843703 10
omy01 9843704 9843724 10
omy01 9843725 9843726 10
omy01 9843727 9843732 10
omy01 9843733 9843735 10
omy01 9843736 9843738 10
omy01 9843739 9843741 10
omy01 9843742 9843758 12.125
omy01 9844807 9864667 11
omy01 9944678 9944685 10
omy01 9944686 9944690 10
omy01 9944691 9944730 11.9231
omy01 9944740 9944759 10
omy01 9944760 9944777 10
omy01 9944824 9965478 16.131
omy01 10088548 10088549 10
omy01 10088550 10088771 21.4883
omy01 10146917 10146945 10.2857
omy01 10147008 10147228 16.3726
omy01 10147252 10147267 10.0667
omy01 10147268 10147272 10.5
omy01 10251208 10251292 10.9762
omy01 10298359 10298372 11.6154
omy01 10391322 10391351 10.931
omy01 10391352 10391362 10.4
omy01 10391363 10391414 10.8372
omy01 10394704 10394788 11.8929
omy01 10477435 10477493 10.7414
omy01 10477494 10477520 11.8462
omy01 10477585 10477670 16.1786
omy01 10477751 10477761 10
omy01 10510660 10510706 10.6739
omy01 10510707 10510709 10
omy01 10510710 10510744 10
omy01 10543165 10543267 16.9804
omy01 10790548 10790556 10
omy01 10799109 10799125 10
omy01 10799126 10799136 10
omy01 10799137 10799146 10
omy01 10799147 10799170 10
omy01 10799171 10799257 11.2949
omy01 10799258 10799285 12.2963
omy01 10830369 10830371 10
omy01 10830372 10830381 10
omy01 10830461 10830477 10.9375
omy01 10830478 10830545 10.8209
omy01 10963995 10964079 11.2738
omy01 10964102 10964136 10
omy01 11028549 11028555 10
omy01 11028556 11028569 10
omy01 11028605 11054018 12.069
omy01 11107026 11107039 16.9231
omy01 11107041 11107107 16.8788
omy01 11107129 11107206 12.4935
omy01 11231047 11231223 11.5
omy01 11265825 11265837 11
omy01 11341811 11341823 10
omy01 11341825 11341826 10
omy01 11341827 11341829 10
omy01 11341832 11341837 10
omy01 11341883 11341975 12.2143
omy01 11401618 11401868 69.848
omy01 11528636 11528731 14.9286
omy01 11528787 11528840 13.5849
omy01 11584336 11584342 10.6667
omy01 11584343 11584344 10
omy01 11712090 11712097 10
omy01 11712098 11712103 10
omy01 11712104 11712114 10
omy01 11712115 11712124 10
omy01 11712125 11712137 10
omy01 11712138 11712142 10
omy01 11712143 11712156 10
omy01 11712158 11712187 10
omy01 11712188 11712193 10
omy01 11712194 11712216 10
omy01 11712217 11712248 10
omy01 11712251 11712266 10.6667
omy01 11715924 11715929 10
omy01 11715930 11715933 11
omy01 11898502 11898594 10
omy01 11934626 11934627 10
omy01 11934628 11934662 10
omy01 11934663 11934699 10.1389
omy01 11934700 11934703 10
omy01 11934704 11934718 10
omy01 11934787 11934802 13.2
omy01 11952083 11952167 12
omy01 12194098 12194110 10
omy01 12219139 12219438 58.4214
omy01 12240273 12240275 10
omy01 12303398 12303482 12.4762
omy01 12303545 12303546 10
omy01 12303550 12303560 12.1
omy01 12478776 12478779 10
omy01 12489493 12489501 10.625
omy01 12499671 12499672 10
omy01 12499673 12499675 10
omy01 12499676 12499677 10
omy01 12603848 12603932 12.0476
omy01 12603998 12603999 10
omy01 12604000 12604003 10
omy01 12646413 12646417 10
omy01 12646448 12646561 12.4667
omy01 12672562 12672590 10
omy01 12672591 12672624 12.5152
omy01 12672625 12672626 10
omy01 12672627 12672631 10
omy01 12672632 12672640 10
omy01 12672641 12672643 10
omy01 12672645 12672654 10
omy01 12672655 12672656 10
omy01 12672682 12672874 14.9167
omy01 12732421 12732710 40.516
omy01 12732737 12732832 15.1368
omy01 12745957 12745972 10
omy01 12745973 12746000 10
omy01 12746001 12746014 10
omy01 12746018 12746022 10
omy01 12746023 12746035 10
omy01 12746036 12746042 10.6667
omy01 12746117 12746121 10
omy01 12862284 12862293 10.7778
omy01 12862321 12862324 10
omy01 12862326 12862328 10
omy01 12862329 12862333 10
omy01 12862336 12862337 10
omy01 12862338 12862342 10
omy01 12862343 12862344 10
omy01 12862346 12862366 12.6
omy01 12862382 12862558 18.8095
omy01 12862620 12862624 10
omy01 12862634 12862686 11.9615
omy01 12862687 12862688 10
omy01 12862701 12862705 10.25
omy01 12862706 12862726 10.6
omy01 12862727 12862729 10
omy01 12862730 12862732 10
omy01 12862733 12862734 10
omy01 12921215 12921307 12.1429
omy01 12921389 12921391 10
omy01 12926623 12926746 24.2846
omy01 12926800 12926926 29.3983
omy01 12926927 12926976 10.8163
omy01 12983485 12983570 11.381
omy01 12995894 12995989 11.9263
omy01 12995994 12996086 19.0357
omy01 13110508 13110592 12.1548
omy01 13110614 13110671 10
omy01 13110678 13110685 10
omy01 13216674 13216758 10.0238
omy01 13216818 13216855 10
omy01 13246947 13246948 10
omy01 13246949 13246986 10
omy01 13246987 13246989 10
omy01 13246990 13246994 10
omy01 13246995 13247004 10
omy01 13247005 13247014 10
omy01 13247016 13247020 10
omy01 13247022 13247031 12
omy01 13314257 13314258 10
omy01 13314259 13314276 10
omy01 13314277 13314286 10
omy01 13314287 13314293 10
omy01 13342070 13342154 20.4524
omy01 13342173 13342175 10
omy01 13342176 13342284 15.3796
omy01 13551059 13551073 11.5
omy01 13573088 13573180 11.1548
omy01 13580370 13580379 11.2222
omy01 13614803 13614889 13.6512
omy01 13614890 13614893 10
omy01 13614894 13614902 10.5
omy01 13614949 13615041 16.9524
omy01 13620450 13620463 10
omy01 13620499 13620675 15.2262
omy01 13620684 13620784 12.18
omy01 13635188 13635190 10
omy01 13635191 13635220 10
omy01 13635221 13635244 10
omy01 13635246 13635262 10
omy01 13635263 13635272 10.8889
omy01 13669212 13669408 14.1786
omy01 13669431 13669435 10
omy01 13669436 13669437 10
omy01 13669438 13669441 10
omy01 13669442 13669523 11.4321
omy01 13674646 13674724 10
omy01 13674725 13674759 10
omy01 13674802 13674824 10
omy01 13674825 13674859 10
omy01 13693992 13693993 10
